Column1;text
13450;Всем привет ребятДля иностранца(2 курс)чтобы сделать мед справкичто нужно сделать?если кто сталкивалсяБуду благодарен
13451;Ребят кто из 9 общаги?)Есть парочка вопросов
13452;Маргарита Моисеева в какой блок первой общаги тебя заселили?
13453;во сколько комендант приходит в общагу?
13454;Как обстоят дела с баскетболом?)
13455;Народ есть тут кто с 4 общаги ?Отпишите если не трудноПарочку вопросов есть
13456;День добрый Внимание знатоки  есть ли чгкашники в политехе? И как вообще с этим дело обстоит
13457;Подскажите пожалуйста собираюсь поступать в политех и мне сказали что будет мед осмотр Расскажите пожалуйста что там будут со мной делать? Будут ли брать какие анализы? Или просто нужно встать как бы к ним на учет Просто я хотел на днях отдохнуть
13458;Kim beshinchi obwezhitdan? Bir-ikki  narsa  haqida  soramoqchdmiltimos
13459;Кто нибудь есть здесь из 3 общаги 218 комнаты?
13460;Подскажите пожалуйста когда будут проф сборы? И будут ли давать учебники или что то вроде того? Кто нибудь писал заявление в общагу?
13461;Ребят кого поселили в 1 общагу  хочется узнать о ней побольше?
13462;Можно ли немного информации о 3ей общаге Спасибо Санузел один на этаж или как?
13463;Как у вас обстоят дела с баскетболом?
13464;Ребят кто проживает в 4-ой общаге что можете сказать?
13465;Где преимущественно проходит обучение Информатика и вычислительная техника 090301 ?
13466;Много кому не выдали ещё общагу?
13467;К кому обратиться чтобы переселится в другую общагу?
13468;Кого нибудь из перваков добавили уже в реестр студентов?
13469;у кого какая комната во второй общаге? ищу соседей
13470;"Ребят всем привет Кто-то может знает можно ли ""договориться"" с кем-то если желаешь заселиться в определенное общежитие?"
13471;Поселили в общагу коридорного типа к кому нужно обратиться чтобы переселило в другую? И возможно ли вообще переселиться?
13472;800ка те кто уже продолжает обучение какие надо справки на след семестр как в том году при заселение набор или же какую-то часть?и еще перваки кто заселяется в 4 общагу на 800-ке у вас когда заселение? уже сейчас заселяют или с какого-то числа начинают?
13473;Народ чему вообще учат на радиотехнике? И есть кто поступил туда?
13474;"Есть кто сдавал вступительные в магистратуру в форме ""собеседования""? Отзовитесь пожалуйста Имеется пара вопросов"
13475;Ребят кто проживает в 6 общаге в комнате 609А?
13476;Кто в какую общагу заселяется ?
13477;Ребятки как в 6 общежитии? Как кухня? Что стоит с собой везти? Сколько и как до вуза добираетесь?
13478;Ребят кому не то не пришла инфа про общагу или только мне?
13479;14 августа экзамен на поступление в магистратуру Можно ли заранее как то узнать в каких аудиториях будут те или иные экзамены?
13480;Подскажите пожалуйста где будут учиться по направлению информационные системы и технологии?
13481;Все о говорят о 1 4 5 общагах а во вторую кого-нибудь заселили? Отзовитесь
13482;Кто был на консультации перед поступление в магистратуру 11 августа?Что там говорили?
13483;Если я не могу присутствовать на заселении в указанный день к кому потом могу обратиться? Возможно ли заселиться в день собрания?
13484;Дали 1-ую общагу Как она? Хочу услышать Ваше мнение)
13485;Друзья всем доброго времени суток Расскажите  пожалуйста про 5 общагу На сайте нет фотографий и информации что да как Инфраструктура? Есть ли спорт зал? Как расположены комнаты в блоке? Всем терпения и добра
13486;Кто с 1 общежития? Есть несколько вопросов
13487;привет кто был на консультации перед экзаменом в магистратуру на информационные системы и технологии? что там было и когда и где экзамен? а то не было возможности приехать из другого города
13488;Ребят что из себя представляет 2 общага? Скольки местные комнаты и как с душевыми? Конкретно интересует 5 этаж заранее спасибо
13489;Заранее спасибоРасскажите пожалуйста что-нибудь про общежитие номер 6Например Какие условия?Как обстоят дела с душем? Один на этаж или как-то по-другому?
13490;Всем привет Кто знает какой проходной был в прошлом году в магистратуру на журналистику?
13491;Уже был такой вопрос но был не понятен ответКакие нужны справки тем кто уже проживает в общежитии?
13492;Пускают ли гостей в общежитие? Какой новый порядок? Проходили летом 2017?
13493;У всех в личном кабинете не появилась информация по поводу заселение в общежитие Написано на сайтечто к 12 августа опубликуют А у меня пустые графы Стоит ли переживать? Спасибо
13494;Всем привет ребят кто живет в 5 как там дела обстоят? Если можно фото????
13495;"Всем привет Ребят хочу узнать факультет ""бизнес-информатика"" относится к МАМИ или МГУП? И еще мне дали 6 общагу она вроде к МАМИ относится нет?"
13496;Как пересдаются основы измерений деталей если ко всем лабам уже есть подписи? Там будут теорию спрашивать?
13497;Добрый день ну что кто готов поделиться адресом своей общаги и комнаты? Может совпадает у кого познакомимся?????
13498;Кто брал академ по болезни?
13499;Ребята первокурсники кого распределили в 1 общагу? Лайк на запись пытаюсь найти соседей D
13500;"Ребятпонимаючто вопросы от ""перваков"" всем изрядно надоелипрошу за это прощениеОднако Скоординируйтепожалуйстачто делать дальше мне пришла дата заселения я приеду в общежитие что делать дальше?Нужно ехать ещё куда-то сразуесли ехатьто куда? Или это все 28 разрешится? Взываю к вашему терпениюещё раз прошу прощения "
13501;Добрый день По распределению дали общежитие 4 по адресу 11-я Парковая дом 36 Как там? Отпишитесь те кто там живет И вохможен ли перевод из одной общаги в другую?
13502;Ребята живущие в 4 общаге расскажите как там?)
13503;Внезапно мое имя пропало из матрицы Было с кем-нибудь такое? Вроде бы сессия закрыта отчислить не должны были (
13504;Что еще за целевая квота ДСП? Что это вообще за аббревиатура в дополнение?
13505;Надод подскажите кому из платников предоставляются скидки? Только по результатам вступительных вуза? А если нет вступительных то по среднему арифметическому ЕГЭ?
13506;Доброе время суток)Не подскажете что вообще надо покупать первакам? Канцтовары какие и прочее в каком количестве и т дИ на счёт посуды для готовки что лучше брать?
13507;Когда посвят? ??
13508;АУЕ господа Есть поступившие на информационную безопасность автоматизированных систем?
13509;Доброго дня Ребят кто сталкивался с подобным оплатив дань в казну в апреле месяце не стала относить чек об оплате в универ (по опыту прошлой оплаты всё обошлось и без этого) но недавно решила проверить всё же факт оплаты И деньги не дошли Суть вопроса что теперь меня ждёт?Вроде слышала что в любом случае деньги универу нужны и отчислять тупо невыгодно но верить слухам себе дороже ИКиМPS Заранее спасибо????
13510;Здравствуйте расскажите о факультете машиностроения какие дисциплины будут? чего вообще ждать?
13511;Всем привет Всем поступившим надо делать справку 086у? Или только общажникам?
13512;Народ кто-нибудь получает повышенную академическую стипендию? Интересует конкретная цифра какая прибавка идет?
13513;Ребята) Может кто по личному опыту знает  или может подсказать где найти  но можно ли подавать на work and travel через московский политех?(ну то есть при подаче не будет отказа из-за универа то что например он не входит в этот список и тд?)
13514;Первокурсники скажи пожалуйста кого уже распределили по общагам?
13515;Правда что в этом универе красивым девушкам можно не проплачивать сессию?
13516;Здравствуйте подскажите пожалуйста обязательна ли справка от гинеколога при заселении в общежитие? Дело в том что на сайте об этой справке ничего не сказано И можно ли будет предоставить справку 086у если в ней стоит печать гинеколога?
13517;У кого-нибудь в личном кабинете появилась информация о том в какое общежитие вас распределили? Когда будет известно куда меня поселят?
13518;Кто поступил на Издательское дело очная форма обучения? Давайте знакомиться???
13519;Добрый день Подскажите как обстоят дела со стипендией в МГУП  какой примерно размер привилегии хорошистам итд?
13520;Привет скажите пожалуйста справка 086у от 26 июня прокатит для допуска в общагу Или уже просрочка?
13521;Никто не подскажет когда работает деканат в Высшей школе политеха?
13522;Ребята а можно  ли переводится с одного факультета (направления) на другой? Ну конечно не с технического на гуманитарный но и не близкие по своей специфике?Спасибо)
13523;Всем приветкак обстоят дела со спортом в универе?Развит ли футбол волейбол?
13524;Товарищи нужно ли сниматься с военного учёта в иногороднием военкомате при поступлении в Москву? Или это необязательно и университет сам все уладит?
13525;Что нужно для того чтобы восстановить студак? и сколько его будут делать? самому бегать и проставлять печати или нет???
13526;1 курс теплоэнергетика есть тут кто?)
13527;Все уже за**али с вопросами про ноуты наверное Но Нужен ли он на графическом дизайне и с первого ли курса?
13528;Здравствуйте Есть несколько вопросов по направлению магистратуры Электроэнергетика и электротехника очной формы1 Расписание у магистрантов по опыту прошлых лет подразумевает занятия преимущественно в дневное или вечернее время? Реально ли совмещать с работой?2 Каков размер стипендии на 1 курсе магистратуры?3 Где территориально обучаются магистранты по данному направлению?4 Несколько велик конкурс на 25 мест по оригиналам втч по прошлым годам?5 Сильно ли гоняют по учебе?
13529;Вопрос к иногороднимкоторые учатся на очно-заочном отделении В каких районах вы снимаете квартиру недорого?
13530;Кто на информационную безопасность поступил?
13531;Ребят подскажите если мои официальные опекуны родители могу ли я приехать подавать документы на платное с бабушкой(на сайте написано что можно с родственниками)? И не могу найти документ с ценами за год обучения и по семестрам заранее спасибо
13532;Как вы думаете в чем кардинальная разница между школой и университетом? Высшее образование? Да тут вы правы Взрослая жизнь? И тут не ошиблись Однако истина находится где-то рядом Сейчас я подробно все скажу В школе учеников готовят к ЕГЭ заставляют зубрить информацию которая вылетит из юной головы сразу после сдачи контрольной А универ? Разве не то же самое? И тут вы ошиблись))) Посмотрите на себя товарищи старшекурсники Вы уже проучились год два пять Знания у вас есть в этом сомнений нет А если вы что-то забыли? Или вам срочно нужна какая то информация по вашей учебной специальности что вы делаете? Верно Вы начинаете ее искать И ищите там где это нужно интернет книги лекции спросить у преподавателя К чему я? В университете в первую очередь вас научат искать информацию там где она есть В школе такому не буду учат будущий первокурсник наверно впервые видит сайт универа впервые пользуется телефоном чтобы позвонить и узнать Этот школьник напишет в этот паблик вопрос на который уже есть ответ Он по своему прав он неграмотен он не знает где искать Поэтому он обращается к людям постарше и которые уже через все это прошли Не судите их не ругайтесь люди не знают как искать информацию Научатся))))
13533;Ребят подскажите сколько в среднем человек в группе? (МГУП)
13534;Пожалуйстапомогите мне разобраться на сайте??http//mospolytechru/indexphp?id=3064 если здесь нет фамилиито не поступила?
13535;По какому принципу разделяют транспортный и промышленный дизайн? спец рисунок был разный но как будут делить если на промышленный например 30 человек а на транспорт 20 а мест 25 и 25?
13536;Подскажите пожалуйста со скольких и до скольких сейчас работает студ отдел на пряниках? Спасибо
13537;"Кто уже учится в магистратуре на направлении ""Реклама и связи с общественностью""? Отзовитесь пожалуйста"
13538;Будут ещё списки для Платников?
13539;"Есть кто-нибудь с очно-заочного отделения на ""Издательское дело""?"
13540;"Всем привет ) собираюсь на магистерскую программу ""Журналистика"" Расскажите пожалуйста как само направление и можно ли совмещать учебу с работой? Какая примерная загруженность на неделе?"
13541;Можете объяснить  нужен для общаги анализ на RW или это все таки только для иностранцев?
13542;Можно ли будет перевестись с одного профиля на другой? На направлении 090301 с САПРа на ВЕБ?
13543;"Есть ли в этом университете понятие ""мертвые души"" в общагах? Если да то как их найти?"
13544;Поступила на Управление в технических системах где проходит обучение по каким адресам?
13545;"А с какого момента понадобится ноутбук на направлении ""Проектрирование технологических машин и комплексов""?"
13546;"Ребят где проходит обучение по направлению ""Бизнес-информатика""?"
13547;Заранее спасибо за ответы1)Расскажите пожалуйста как у вас обстоят дела с физкультурой?Строго всё?При каких условиях можно не заниматься?как там судят кто занимается а кто нет по группе здоровья или можно принести справку об освобождении и всё)2) иногородние ребята  проживающие в общежитии как вы стираете ?Руками ?или в общаге есть стиральные машинки ?3)Расскажите про кухню  холодильники микроволновки есть?или нужно свое покупать ? Если есть бывало что воровали из холодильников? 4)В корпусах холодно?Нужно теплее одеваться или нормально все?
13548;Приветик Скажите пожалуйста а почему МГУП не существует как самостоятельный вуз?
13549;Ребята иностранци кто оформлял медицинский полис у нас в университете? Сколько он стоит в этом году? (МГУП)
13550;Очень ли будет нужен ноутбук на 1 курсе ИБ? можно ли будет обойтись без него? очень важно
13551;Поступила на 1 курс с подругами на графику хотим учиться в одной группе но рапределение не зависит от желания абитуриентов( Скажите пожалуйста будет ли возможнось поменять группу если в разные определят чтоб вместе учиться?
13552;"Здравствуйте подскажите пожалуйста где проходит обучение по направлению ""Автоматизация технологических процессов и производств""?"
13553;Много ли я теряю из студенческой жизни не живя в общаге?
13554;Те кто из МГУПа и кто поступал в прошлом году в магистратуру Сложно ли было поступить? Помогали ли преподы?
13555;Прямой вопрос Обязательна ли справка на вич и rw для заселения в общежитие? (На сайте написано что для иностранных граждан) Или же пройдёт  исключительно справка 086у и кожно венерологический диспансер ???
13556;Боже как не зайду так «В какую общагу заселяют?» «А я поступлю или нет?» «А если я Артем то меня точно возьмут и заселят в общагу?» Вам так сложно прочитать посты ниже? Тут уже ответили на все вопросы по 20 раз достаточно проскролить пару постов не 
13557;Ребят подскажите как обстоят дела в общежитииСобираюсь взять с собой ноут Бывали ли случаи воровства? (Я вроде человек бдительный но все же) или не стоит брать его первое время?И еще вопросЮзает ли кто нибудь мультиварку для готовки? нужно ли оно/удобно или не очень?
13558;Кто может рассказать о стажировках в других странах?Требования условия с какого курса какие страны что необходимо сделать
13559;"Так-с Как дела обстоят с работой? Можно ли с первого курса (иностранцу) устроится на работу? Что для этого нужно? Где-то читал что если поставить в миграционной карте отметку ""На учебу"" разрешение на работу не выдают А если поставить в миграционке ""На работу"" общагу и регистрацию не сделают ??Палка о двух концах поделитесь своим опытом пожалуйста )"
13560;Ребята извини за такой вопрос Сколько вы тратите в месяц? И на что у вас уходит основная часть денег?Спасибо
13561;Есть кто с 380303 Управление персоналом (Управление персоналом в технологических компаниях) Подскажите пожалуйстастоит туда идти?
13562;по сколько человек селят в комнату в общежитие?)
13563;"Расскажите пожалуйста про направление ""Информационные технологии в дизайне"" Как учат? Интересно? Больше теории или практики? Если можно в лс расскажите подробнее"
13564;Подскажите пожалуйста где можно купить недорогие канцтовары?И еще вопрос на первом курсе есть  русский?
13565;скажите пожалуйста те люди которые теряли студак вашу последовательность восстановления куда ехали и что делали?
13566;Ребята из Мами у вас в этом году матрица была (я про систему оценок)? Как можно капусные карты обманывать и получать свои баллы?
13567;А Че все знают кого куда расселили или зачем они просят фотки определенных общаг?
13568;Ребят скажите пожалуйста можно ли самим выбирать секции по физкультуре? Или придётся идти куда тебя определят по группе здоровья?
13569;Ребят как узнать какие будем изучать предметы? Если конкретно то факультет Биотехнологии??Спасибо?
13570;Ребят помогите пожалуйста Что нужно привозить с собой в общагу? Какие вещи может технику или посуду Это к примеру Расскажите кто что брал с собой и докупал в дальнейшем Заранее всем спасибо)
13571;Здравствуйте скажите пожалуйста в каком корпусе проходит обучение на Материаловедение? Какие общаги могут дать если учишься на этом направлении?)Спасибо))
13572;"Ребят) Кто поступил на направление ""Информатика и вычислительная техника""? Давайте знакомиться))"
13573;Ребят есть кто с Управления качеством? 27030201 Аудит систем менеджмента Откликнитесь)
13574;Какие справки точно нужны для заселения в общагу?
13575;Как происходит посвящение?
13576;Абитуриент Я отказалась изначально от общежития Возможно получить его во время учебного года?
13577;Где проходит обучение 090301?
13578;Всем привет Интересует вопрос дают ли общагу на второй волне?
13579;Может ли абитуриент высокобаллник выбрать общежитие?
13580;Те кто живут в общаге вы посуду с собой привозили? Кострюли сковородки и прочее
13581;Добрый вечер Возможно кто-то знает куда будут селить поступивших с высокими баллами в Институт печати? Почему-то в информации в ПК есть только общежития № 1235 6 и 9 В другие селить не будут?
13582;Ребят какие именно справки нужны из кожвена для заселения в общагу? Я думала что есть какой-то стандартный набор Но меня выгнали искать информацию сказав что справок у них бесчисленное количество??
13583;Кто на прикладную информатику? Го знакомиться
13584;С кем нужно договориться чтобы с другом в одну общагу Или это не реально? Только конкретику пожалуйста Спасибо человеки
13585;Скиньте расписание заселения в общежития №4?
13586;"Я правильно понимаю что 090302 это ""Веб-технологии""?"
13587;Господа прикладная информатика есть тут еще такие кроме меня?
13588;"Кто учится в магистратуре по направлению ""Издательское дело"" подскажите как проходил экзамен? Письменно или устно? Сколько человек в аудитории запускают?"
13589;Выбираю между платкой Машиностроения и Материаловедения Что лучше? После чего перспектив больше? Подскажите пожалуйста
13590;"Здравствуйте) Скажите пожалуйста в каком корпусе проходит ""Информационная безопасность автоматизированных систем""?Спасибо"
13591;Кто учится на Войковской Далеко институт от метро?
13592;Добрый день Думаю о переводе в ваш вуз после 1-го курса и потому созрел такой вопрос при переводе из другого вуза предоставляется ли общежитие? И играет ли при этом роль То что я отношусь к категории льготников (сирота)? Заранее спасибо за ответы)
13593;Привет) Кто поступил на металлургию (очно-заочная форма)? Давайте знакомиться??
13594;Привет Подскажите пожалуйста когда примерно заканчивается сессия 1-ого курса (май-июнь)?
13595;Привет Расскажите немного об общежитии на ул 800-летия Каковы условия?
13596;Ребят кто поступил на издательское дело? Покажитесь)???
13597;Доброго времени суток Народ может кто поделиться фотками и впечатлениями об общаге №4? Да я абитура?? просто на сайте инфы никакой а хотелось бы знать к чему готовиться
13598;Добрый день ребят)Корпус информационных систем и технологий находится на Семёновской или на Прянишниковой?Если на Прянишниковой то как далеко находится общага?Есть ли в Политехе кружки по этим направлениям 3д моделирование/радиоэлектроника/робототехника/программирование/работа на станках? Или что то в этом духе хотя бы) Занималась этими направлениями но из другого города приехала поэтому ищу где можно возобновить занятия можно даже не в Политехе просто кто знает что то скажите) Можете писать в лс если хотитеИ как вообще обстоят дела с проектной деятельностью?
13599;Очередные вопросы про общагуВам выдают постельное белье или нужно свое привозить?По сколько человек в комнате? (хотя бы от скольки и до скольки)
13600;"К какому институту относится факультет "" Реклама и связи с общественностью"" МАМИ или печать?"
13601;Есть здесь поступившие на наземные транспортно-технологические средства? Отпишите в комментах) Тоже знакомиться будем
13602;Кто нибудь ездил/поедет в Штаты по программе work and travel?
13603;"Где проходит обучение по направлению ""Управление в технических системах""?"
13604;Ну эт самое может здесь подскажут 290304 Технология художественной обработки материаловПо какому адресу меня учить будут?
13605;Дубна(университет) или политех?
13606;Подскажите что это за занятия адаптивного курса (29082017-01092017) для первокурсников Что там будет?
13607;Всем привет есть ли те кто поступил на энергетическое машиностроение? И вопрос к уже обучающимся как там вообще?
13608;С 800 ки есть люди  которые меняли паспорт в мфц в Москве ? У нас на районе  Прошу поставьте лайк или отпишитесь в комменты ????????????
13609;Добрый день Не могу понять если я поступаю на издательское дело то как в дипломе будет указано? ВШПиМ или Московский политехнический университет?Извините за возможно глупый вопросСпасибо
13610;Можно ли выбрать общежитие и комнату в студгородке? То есть написать заявление?
13611;"Всем привет) А что за ""гитарный кружок"" я нашла на сайте? Расскажите про него немного пожалуйста )"
13612;Привет всем Кто знает сколько длится заочное обучение на направлении Вычислительная техника и информатика (бакалавриат)? И может ли кто-нибудь оставить под комментами демо варианты вступительных испытаний по русскому и информатике а то на сайте только по математике демо вариант Всем добра)
13613;Привет всем) Возможно ли перевестись с Харьковского политеха в Московский Политех что для этого нужно? К кому можно обратиться ? И есть ли специальность ( автоматизированные системы управления и компьютерно интегрированные технологии)
13614;Ребятакак на рекламе дела обстоят ? и вообще работу института как оцениваете ?спасибо ?
13615;Кто поступил на Управление в технических системах? Давайте знакомиться)0))Не 
13616;"Добрый денькто-нибудь есть с очно-заочного отделения по специальности ""издательское дело""?"
13617;"1 курс ""Электротехника и электроэнергетика"" Вы тут?"
13618;На сайте же ещё не все списки кто на платку поступил? Ещё будут?
13619;Здравствуйте А где можно посмотреть информацию по общежитиям? Куда заселят в какое общежитие если поступил в институт принтмедиа и информационных технологий? И в каких корпусах будет проходит обучение?
13620;Здравствуйте Есть студенты с кем можно пообщаться о ВУЗЕ? Об учебе на направлениях в сфере IT? В лс Не 
13621;230 баллов Есть шанс пройти на Информатика и вычислительная техника(2 волна)?
13622;"Ребят можете подсказать где проходит обучение на направлении ""Инноватика""?"
13623;В каком корпусе проходят занятия 150501?
13624;Работает ли миграционный отдел в субботу и воскресенье?
13625;Какого числа будет заселение в общежитие?
13626;Расскажите пожалуйста о магистратуре факультета Биоинженерии Какие есть направления?
13627;В общаге просят копию преписного и вообще нужно встать на учет в Москве Не придется ли ездить дважды и вообще как это происходит?
13628;Что делать если я пока что одна девочка в группе???Радоваться или бояться? Как преподы относятся? (транспортный факультет)
13629;230 баллов пройду ли во 2 волну на Информатика и вычислительная техника?
13630;Привет)))Кто поступил на Биотехнологию?
13631;Ребят 800-ка У кого есть стиралка в квартире? Очень нужно???? Отпишиитесь
13632;Кто знает есть ли шанс попасть в общагу квартирного типа с первого курса? Вопрос смахивает конечно на глупый но всё-таки И да когда стоит звонить/ехать в студгородок чтобы в случае чего договориться о распределении непосредственно при заселении или раньше? Спасибо
13633;"Мне вот интересно На сайте ""Транспортный и промышленный дизайн"" указано вместе Те учить нас будут вместе? Просто понять не могу систему Объясните пожалуйста)"
13634;Институту требуются лаборанты?
13635;Есть поступившие в магистратуру в 16 году на машиностроение?
13636;Хотелось бы задать пару вопросов тем кто уже учится в МПУ Есть такие кто ответит?не 
13637;Ну что кто куда поступил в первой волне?
13638;Ребята кто нибудь знает может кто выпустился уже на наземных транспортных системах именно в дипломе какую или какие профессии указывают  и нет ли там профессии логиста? Обучалась в колледже у себя в стране на этом направлении и у меня такая профессия стоит поэтому такой вопросСпасибо
13639;"Есть кто нибудь здесь с факультета""наземные транспортно-технологические средства""? Опишите пожалуйста что к чему там"
13640;А кто нибудь знает? что по второй волне? какие шансы поступить?
13641;"Кто с ""Управления в технических системах""? Хотел бы с вами пообщаться"
13642;Есть группа первокурсников?
13643;Народ если я прошёл в первую волну когда нести фотки?
13644;Подскажите пожалуйста если я не пройду в 1 волну нужно ли мне повторно приезжать писать согласие на зачисление при условии что направление я не меняю?
13645;Сложно ли учиться на 200301?
13646;На вторую волну на строительный сколько  чеоовек берут?
13647;Информационные системы и технологии или прикладная информатика? Какое меньшее из зол? Где лучше в корпусе мами или института печати?
13648;Всем привет Подскажите пожалуйста как обстоят дела с физкультурой? Есть ли возможность ходить не на сами занятия а в секции вуза? Спасибо)
13649;На электротехнике и электроэнергетике какие общаги дают?
13650;Расскажите пожалуйста подробно о направлении биотехнологияКем потом можно работать?
13651;Подскажите какие документы нужны для зачисления на платку? Что требуется от родителей если мне нет 18?
