,text
13656,Экзамен по журналистике только дистанционно?
13657,Вы до 10 июля вносили информацию о ворлдскиллс в личном кабинете?
13658,Разве еще можно подавать заявления на вступительные экзамены?На сайте написано до 10 июля
13659,Здравствуйте Могу ли я сдавать вступительные экзамены дистанционно если я живу в другом регионе но при этом рассчитываю на бюджет?
13660,изменил в анкете экзамен по физике на вордскиллс подскажите когда изменятся результаты в рейтинге и СДО? а то пришло сообщение на почту что завтра экзамен сдавать
13661,ты вроде говорил что у тебя есть записи с консультации по физике? можешь скинуть пожалуйста🥹🙏🏼
13662,А сколько бюджетных мест не считая всяких квот на корпоративные информационные системы?
13663,Решаю задачи по физике в в2 части получился ответ «19·10⁵ Па» Вопрос как правильно указывать в поле ответа это число точнее степень?
13664,А если пропустила экзамен то есть возможность пересдать? В резервный день? Для этого надо перезаписываться?
13665,У тебя там нормальный балл? У меня просто написано 010
13666,Когда ждать обновленный рейтинг ?
13667,а что это ? как она соотносится с оценкой ?
13668,а когда в рейтинге отобразится ?
13669,Подскажите пожалуйста как будет отмечено что нужно пересдавать экзамен?
13670,А обязательно сдавать физику если сдаешь информатику?
13671,Напишут ли на почту/куда-нибудь если ты оказывается нарушил какие-то правила?
13672,Было бы лучше аннулировать из-за несоответствия требованиям? Как раз потому что проблемы были со стороны сайта можно написать ещё раз
13673,Ребята а кто-нибудь знает что будет если во время экзамена у меня не было никакого консультанта и я не показывала паспорт да и в чате никто не отвечал?
13674,У кого-нибудь осталась запись консультации по истории?
13675,Где посмотреть свой перечень вступительных?
13676,По физике был Фаил сегодня на консультации ? Как вчера по математике ?
13677,Можно электронную почту пожалуйста?
13678,Может ли приемная комиссия помочь подать заявление дистанционно? Не получается через личный кабинет исправить заявление всё виснет   Когда звоню по номеру то никто не берет трубку 😭
13679,Подскажите пожалуйста почему в рейтинге я присутствую но не указаны баллы егэ ид и приоритет? Или они добавяться позже?
13680,Как посмотреть конкурсные списки ?
13681,А если у меня прервался экзамен из-за технической проблемы но потом я зашёл и продолжил с того же места в итоге завершил тестирование всё нормально?
13682,добрый день завтрашний экзамен в сдо а пишут что принадлежу к группе по литературе? это какой то сбой?
13683,Подскажите пожалуйста а как понять что ВИ было точно пройдено и к вам пришел результат?
13684,Здравствуйте сегодня в 1000 дб удалено экзамен по математике произошел сбой после чего было написано что экзамен завершён Что делать не знаю по номеру телефона +7-495-223-05-23 не дозвонится Куда обращаться? Может кто подскажет
13685,Добрый день мне пришло уведомление о вступительных но мне их перенесли на августчто делать?
13686,может быть собрать подписи за зум? петицию там?
13687,во время собеседования и откроют вы читали документ о вступительном экзамене на сайте вуза?
13688,Как нам подключится к консультации?
13689,Добрый день Для подготовки к вступительному испытанию вы имеете ввиду?
13690,Привет всем Кто знает когда откроют вопросы для собеседования для журналистов?
13691,Здравствуйте не могли бы Вы прислать скриншот данного письма?
13692,А что у вас получилось в задаче с велосипедистами и 88 километрами?
13693,В какой именно личный кабинет вы входите?
13694,Что делать если я не могу войти в личный кабинет хотя все данные правильные?
13695,Здравствуйте пришло уведомление о консультации для поступающих на Графику также в письме указана дата и место проведения очного вступительного Там указан адрес ул Б Семеновская 38 а не ул Михалковская 7 Так на какой адрес в итоге нужно будет приехать?
13696,ребят кто сегодня будет на консультации по физике можете пожалуйста потом скинуть файл с задачками? эти вступительные из разных вузов параллельны друг с другом я уже не могу😹
13697,Ребята у кого есть 6 листов бумаги а4? Напишите в лс пожалуйста🙏 Не местная очень нужно
13698,вы можете мне ответить? при наличии паспорта компетенций физику же не нужно сдавать? А сам паспорт куда нужно прикладывать?
13699,Подскажите к автозаводской какое общежитие ближе всего?
13700,Подскажите пожалуйста через сколько дней придут результаты по предмету прикладная математика(11072023(онлайн сдача))?
13701,при наличии паспорта компетенций физику же не нужно сдавать? А сам паспорт куда нужно прикладывать?
13702,Возник вопрос про консультацию  Все ссылки открываются вот так там написана информация (фт 1)а на консультацию по собеседованию только вот это (фт 2)    Так и должно быть?
13703,Подскажите пожалуйста я сдаю завтра историю но тут написано что принадлежу к группе литературы это нормально у всех так? или нужно что-то исправлять
13704,Блин я так обидно прошляпила Б2 вышла и через пять минут поняла где накосячила Т_Т Как у вас варианты были?
13705,Написала Ответа не увидела Ещё раз продублирую Если на сайте написано что основное место учёбы м Автозаводская это значит что занятия будут только там? Или где то ещё? Какое общежитие тогда следует рассмотреть? Что то не нашла там рядом общежитие
13706,после того как ответы отправили?
13707,ребята кто матан сдавал у вас в сдо тоже самое отображается?
13708,А кто вообще на машиностроение?
13709,А кто на инженера машиностроения поступает?
13710,это теплотехника и теплоэнергетика вроде ?
13711,есть кто сегодня идет на консультацию по журналистике?
13712,Что нужно делать если система написала что замечен посторонний человек но никого там не было?
13713,А после того как отправила ответы просто выйти из звонка? Или дожидаться приказа?
13714,А где рейтинг можно посмотреть?
13715,Здравствуйте Можно узнать результаты ВИ по математике до следующего ВИ 14 числа?
13716,Наши котики случайно не родственники?
13717,Здравствуйте Можно узнать результаты ВИ по математике до следующего ВИ 14 числа?
13718,Кто знает хорошее успокоительное?
13719,Помогите пожалуйста  Зашла на сайт  а где можно время вступительных по рисунку посмотреть?
13720,Если я везде ответил но тестирование закончилось само ответы сохранятся?
13721,у кого такая была сколько получилось?
13722,А кто решил  У кого сколько получилось?
13723,Геометрическая прогрессия у кого скока получлось?
13724,а если есть паспорт компетенций физику сдавать надо или нет?
13725,ну я закончил и закрыл вкладку я сдал или как… как понять что результаты отправлены ?
13726,как закончил надо было нажать закончить попытку? и выйти просто?
13727,и как я это должен был понять? я просто страницу закрыл
13728,А там отдельный факультет или все собраны? И там очка или заочка?
13729,просто отправил ответы и закрыл страницу?
13730,А у вас во время прохождения теста проктор сидел с вами?
13731,А тут варианты можно обсуждать?
13732,ребят у всех вариант одинаковый?
13733,Я смог перезайти продолжил выполнять но немного не уверен тут в конце какую-то ошибку показывает хотя когда я сдавал там было написано сколько заданий решено и вроде норм отправил Где можно проверить что всё в норме?
13734,Подскажите пожалуйста когда примерно будут результаты?
13735,У тебя тоже там не целые числа получлись? Типо 75 и еще и 5625
13736,а у меня одного сдача русского достаточно поздно?
13737,А кто сдавал очно кто нибудь вышел с экзамена?
13738,а когда будет ссылка на консультацию по рисунку и живописи которая должна быть сегодня?
13739,А по времени за час можно справиться?
13740,Кто уже написал ВИ по математике как задания?
13741,А надо было все время сидеть с развернутым паспортом?
13742,Добрый день а когда прийдут баллы?
13743,Здравствуйте Поскажите если написано основной корпус на м Автозаводская то там и учатся? Или где-то ещё проходит обучение? И какое из общежитий в этом случае нужно выбрать?
13744,Что делать если так и не пришел пароль и логин на почту?
13745,А без записи звука можно снимать ?
13746,А до какого времени доступно тестирование? Я сижу с 816 и не могу зайти на тестирование на почту написал не знаю ответят или нет
13747,здравствуйте подскажите пожалуйста до какого числа можно подать заявление на целевое?
13748,когда уже меня на сайте высветят?????
13749,Скопировал ссылку? Нужно заново в лмс и нажимать на ссылку рядом с жёлтой иконкой прокторинга
13750,Почему не туда? ВИ проводится в виде теста
13751,Кто то сдает литературу? Там всего 40 вопросов просто тест может не туда надо было?
13752,Не пробовали с другого браузера попробовать?
13753,Не пропускает дальше что делать?
13754,Мне тоже недоступен мне тоже написать?
13755,Что делать если до сих пор всё недоступно???
13756,У тебя были выбраны в ЛК и ЕГЭ и ВИ по математике?
13757,Здравствуйте Я прошел все проверки и меня сразу выкинуло на вход Зайти не могу и восстановить пароль тоже  Что делать?
13758,Так и ты из всех предметов только русский будешь сдавать?
13759,а можно только с 1 дисплеем что ли?
13760,Проверьте разрешено ли включить камеру сайту?
13761,Если у меня должно быть просто матан?
13762,Надо нажать на прикладную математику?
13763,https//wwwyoutubecom/watch?v=0yZcDeVsj_Y
13764,Ребят а что нажимать математика или прикладная математика?
13765,У кого ещё ссылка на вступительное по матеше не пришла?
13766,Здравствуйте) можно ли будет отлучиться на 2 минутынапример?
13767,Математика и прикладная математика здесь это одно и то же?
13768,А что выбирать на сдаче вступительного  Математику или прикладную математику? Подскажите пожалуйста
13769,Вопрос в какой системе будет вестись наблюдение за теми кто сдаёт дистационно ?
13770,Куда сейчас заходить на экзамен?
13771,Кроме сайта Политеха еще куда-то нужно подключиться для онлайн сдачи экзамена?
13772,Здравствуйте а где в сдо сам экзамен?
13773,а сколько можно листов листов взять как черновики для дистанционного экзамена ?
13774,У меня короче говоря все правильно открыто и подключено и сегодня матан мне таки позволят сдать верно ?
13775,Как я понимаю должны быть тут только мои экзамены а не все возможные верно?
13776,Подскажите а на онлайн экзамене если быстро закончишь нужно что-то говорить можно ли уходить и тд?
13777,то есть если записаны вот 2ви (собеседование и обществознание) то условную литературу сегодня не надо писать?
13778,Спасибо большое за ответ Еще спрошу Если творческие испытания пересекаются с творческими в другом вузе в Политехе можно перенести на другие дни? Если можно то каков порядок переноса? Может эта информация где-то на сайте есть но я не нашла
13779,Подскажите пожалуйста куда придет ссылка на конференцию чтобы подключить камеру и демонстрацию экрана? или она откроется на СДО в 10 часов?
13780,типа я всё вижу так же как и все(?)
13781,А куда подключаться надо к какой конференции?
13782,А надо было что-то дополнительно скачивать?
13783,Ну я зашла на аккаунт Но всё ли ок?
13784,На почту должно что-то прийти? Типа пароля и логина? Если да то мне еще ничего не приходило В аккаунт я зашла сама (ввела ту же почту что и в личном кабинете)
13785,А где можно взять демо экзаменов?
13786,А тебе документ не дали? Ну где написаны когда и какие экзамены при подаче документов?
13787,@gvozdikova_e Камеру телефона нужно будет подключить чтобы было видно рабочий стол?
13788,Доброе утро  Подскажите пожалуйста подавала заявление через госуслуги и так и не получила ссылку для входа в СДО Что делать?
13789,Здравствуйте Как понять на каком я потоке какие будут экзамены и в каком виде (онлайн или нет)? Письмо с логином СДО пришло пару часов назад а до этого вообще никакой информации не было
13790,Тут если прикладную выбирала то на неё нажимать надо будет?
13791,"Вы заявление отправляли на проверку? У него статус ""Подано""?"
13792,Здравствуйте Подскажите пожалуйста почему на госуслугах нет информации о том что подали документы подавали лично через приёмную комиссию вуза?
13793,Камеру телефона нужно будет подключить чтобы было видно рабочий стол?
13794,Пришло вам на почту сообщение? Проверьте входящие и спам
13795,Вам сообщение на почту не пришло? Что именно нужно уточнить?
13796,А на какой платформе будет проходить экз? Нужно скачать приложение какое-нибудь?
13797,а нужно какие то дополнительные программы по мимо браузера?
13798,а почему ты выбрала именно политех?
13799,А ты не подавал на нее заявление?
13800,может кто есть уже бывалый знает?))
13801,подскажите зашли в сдо скачали зум и вебекс а дальше какие действия? просто ждать 10 часов? а дальше как все это будет проходить?
13802,Куда мы будем подключатся? Вебинар?
13803,подскажите пожалуйста надо ли будет скидывать оформления задач второй части? или надо будет дать только ответ?
13804,Как понять онлайн? Если дистанционно то тут есть народ
13805,А кто нибудь сегодня сдаёт экзамен по математике онлайн ?
13806,Я один не понял что за параметры?
13807,— боже помоги — шутишь? я сам хз че тут
13808,а как быстро кстати проверяют ВИ?
13809,Кста А в туалет можно будет выходить?
13810,И чего ты приклеишь несколько листов а4?
13811,Кто-нибудь тоже сильно волнуется?
13812,ой кстати а на очных экзаменах так же как и на егэ смарт-часики тоже под запретом?
13813,А демонстрацию экрана надо будет показывать?
13814,Спасибо большое А камера должна только лицо видеть? Или чтобы стол тоже?
13815,Кому-нибудь приходило письмо с оргмоментом?(сколько камер чем можно пользоваться а чем нет и тд)  Если да можете скинуть пожалуйста? Жду письма с вчерашнего дня приёмка мне не отвечает и очень нервничаю из-за этого 🥺 (Дистанционно)
13816,С добрым утром товарищи В продолжение череды бесконечных приключений с логинами-паролями кому-нибудь ещё из тех кто пишет ОЧНО не приходило вдруг письмо с данными для входа в ЛК? D
13817,Доброго времени суток ответьте на вопрос пожалуйста  Я сдаю внутренние экзамены сегодня у нас математика в 1000 Мне в приёмной комиссии вчера дважды говорили что для сдачи экзаменов онлайн мне будет выслан логин и пароль для входа в аккаунт для сдачи экзаменов При этом когда я подавал документы вроде как не было особого пункта который оговаривал бы как я должен сдавать экзамены  очно или заочно (онлайн)  Значит мне в любом случае должны были выслать пароль и логин на почту которую я я указал в анкете  Мне не пришёл логин и пароль зато политех прислал несколько писем с другим содержанием напомнил о консультации и дне открытых дверей  Я только что сам зашёл в личный кабинет для абитуриентов вёл свои данные сделал пароль и вроде там есть мои данные  направления на которые я подавал и экзамены которые вот вот пройдут но математика была без даты  В общем мне ещё надо ждать пароля и логина для входа в аккаунт он будет какой-то специальный именно для сдачи экзамена? Или же я должен буду зайти в аккаунт для абитуриента который уже активировал и там к времени сдачи экзамена появится волшебная кнопка разрешающая начать испытание и присоединиться к конференции с вебкой и демонстрацией экрана?
13818,Обязательно ли присутствовать на консультации по творческим испытаниям? Что там вообще будет?
13819,Ребята которые на графический дизайн поступают вы знаете что за приколы рисунка и колористики в один день?  На дне открытых дверей вроде говорили что в два дня это проходит
13820,Есть те кому ещё не пришло письмо?
13821,Я подал заявление и оно рассмотрено модераторами  тогда я появлюсь в списках после рассмотрения образовательной организации в течение какого времени этого стоит ожидать?
13822,Или будет отдельное письмо для экзамена ?
13823,У всех одно письмо на консультацию и на экзамен ?
13824,То есть логин и пароль скинут ? Или как ?
13825,Надо ли вообще личный кабинет заводить?
13826,Личный кабинет ? Там ссылки ни как не придут же ? Или где искать ? Там тока анкета
13827,У меня тут вопрос возник а что делать во время дистанционного испытания если поплохеет или в принципе в туалет сгонять понадобится? А не уверена прописано ли это
13828,Подскажите ссылка на завтрашнюю мат в 10 уже пришла ?
13829,а что по этому году неизвестно?
13830,люди не подскажете какой средний балл был на бюджет в этом году по данному направлению?
13831,Можешь пожалуйста мне в лс переслать?
13832,а тебе на почту пришла инструкция по экзам?
13833,Если я подавала доки через госуслуги и там не было ползунка «сдавать дистанционно» я ведь все равно могу сдать онлайн?
13834,В смысле без вступительных? Просто по ЕГЭ?
13835,Так я тут на панике Тут что-то связаное с подачей через егэ без вступительных есть? вдруг пропустила)
13836,Ребята всем привет кто сдаёт Ловлю панику дикую из за экзаменов в дистанционном форматескажите пожалуйстакто знает как примерно проходит дистанционный экзамен куда подключатьсякак я понял в 930 анонс и на сайте нужная информация будет?
13837,А хоть что-то присылали в качестве подтверждения?
13838,Наверно если подавали заочно то? Какое-то же подтверждение присылали что документы приняты?
13839,Математика  (Жесть отказали? Оо )
13840,На всякий случай очно пишем на Большой Семёновской 38 правильно?
13841,Здравствуйте Вопрос а кто вариант выбрал экзамен очно сдавать в институте например завтра математика Это тоже к 10 часам на Семёновскую надо ехать? То есть онлайн и очно будет одновременно идти? И как будут пропускать в корпус - по паспорту или снилсу ?
13842,Подскажите завтра должна прийти ссылка на экзамен или как будет проходить? Будет какая то инструкция?
13843,Во сколько у журналистов завтра консультация?
13844,И как у тебя это в ок выглядит?
13845,Кому-то еще не пришла информация с паролем на почту?
13846,А в какой программе будет конференция включаться? И где будут ссылки на приглашение?
13847,"Подскажите пожалуйста где найти вкладку ""мои курсы""?"
13848,А можно ссылку где пароль восстанавливать?
13849,Подскажите пожалуйста если заявление на поступление в вуз подано через госуслуги то как написать заявление на  дополнительные творческие вступительные испытания в дистанционной форме?
13850,Нормально что ничего не активно?
13851,А так и должно быть что очень много предметов к сдаче…?
13852,Добрый вечер То есть общежития предоставляется всем поступившим?
13853,За 2 недели не поменяли статус? А в списках вы есть ?
13854,Народ у всех пришла инфа на почту по экзамену?
13855,Здравствуйте подскажите пожалуйста общежитие предоставляется всем иногородним или конкурс?
13856,Здравствуйте подскажите пожалуйста общежитие предоставляется всем иногородним или конкурс?
13857,Добрый вечер Подала документы через госуслуги висит статус на рассмотрении Подскажите куда обратиться чтоб объяснили рассмотрели заявление или нет?? Задавали вопрос на электронную почту тишина
13858,а ты входишь в категорию граждан которые могут сдавать вступительные?
13859,Кто-то подавал тут и на ЕГЭ и на вступительные? Я в панике
13860,Кто поступал это нормально что пароли все еще не пришли?
13861,Гелевая черная ручка на офлайн экзамен нужна? Или простой хватит?
13862,Модераторы чата  могли бы уже сделать общую форму по всем вопросам Но главный вопрос у всех пока один И на тот не отвечают ) Тем не менее назрел еще не мало важный вопрос Если бегунок на онлайн или неонлайн не трогал - то пролетел ? Придется за 8к километров лететь в МСК?)
13863,а тут есть те кто этот ползунок перевел на да и кому не пришел пароль так же?
13864,откуда инфа что пароль всем придет? мне на почту только общая инструкция пришла
13865,Здравствуйте При подаче анкеты не увидел ползунок о дистанционной сдаче Скажите пожалуйста это повлияет на форму проведения экзамена?
13866,а у всех бегунок сдать дистанционно стоит так ?) подвинуть нельзя даже когда новую форму создаешь Может быть у нас у всех завтра очный экзамен D и нужно явится в Политех ))
13867,Здравствуйте а возможно ли сдать математику в резервный день?(20 числа)
13868,Добрый вечер может кто то подсказать я зашла на СДО а у меня написано что экзамены до 24 октября что я нахожусь в 4-ом потоке хотя в личном кабинете написано что я в третьем потоке поступающих Экзамен уже завтра в 10 утра а если у меня не будет ссылки на экзамен ? это обновят до завтра или как
13869,Добрый вечер Почему инструкция по восстановлению пароля в личный кабинет политеха не приходит?  Завтра экзамен  ни пароль не подходит  ни ссылки на восстановление Есть быстрый фидбек по этому поводу ?
13870,всем привет если я подал доки по гу могу ли я принести оригиналы очно?
13871,у ви время же московское указано?
13872,Здравствуйте  хотелось бы уточнить насчет общежития  Каким образом можно рассчитать шанс того  что общежитие дадут ?
13873,У меня у одного еще ничего не пришло?
13874,Спасибо  а какие то специальные проги надел скачать и через какой браузер лучше работает  ? Сдо- это программа ?
13875,Ссылка на экзамен завтра по мат где будет ?
13876,Документы на рассмотрении ( подавали через госуслуги) 506 статус когда сменится статус ?
13877,А где можно посмотреть записи прошедших консультаций? у меня параллельно шли несколько сегодня
13878,Где самый маленький проходной был на бюджет кто знает?
13879,туда же есть отдельный чат в тг кто на веб поступает? в прошлом году дизайнеры создавали было удобно
13880,В паспорте совершили ошибку когда заполнял анкету на поступление у меня автоматически поставился город Буй что с этим делать?
13881,Есть кто на строительство поступает?
13882,А как будет проходить экзамен дистанционно? Надо будет что то включать или просто пройти тестирование и все?
13883,Какие могут быть статусы заявлений на госуслугах?
13884,У меня уже есть акк в сдо так как я студент мне на этот же аккаунт дадут доступ к вступительным испытаниям?
13885,А информатику нельзя что-ли дистанционно сдавать?
13886,Как будет проходить экзамен очно?что необходимо взять?
13887,На какую? (Там около трёхсот человек смотрят консультацию точно не будет публично где-то выставлена?)
13888,Если я очно подавал документы и до сих пор не пришла информация о проведении и пароль?
13889,Как будет проходить экзамен очно?что необходимо взять?
13890,Добрый вечер завтра пишу ВИ по прикладной математике дистанционно а до сих пор на почту ничего не пришло что делать?
13891,Добрый день подскажите пожалуйста как будут проходить вступительные испытания?   Когда ждать ссылку на СДО?
13892,Здравствуйте) будет ли здесь ссылка на запись по математике?
13893,здравствуйте а когда прийдет пароль от личного кабинета?
13894,Привет всем подскажите пожалуйста ссылка на сам экзамен будет тоже на сайте или на почту прийдет?
13895,А сколько по времени будет  завтрашний  экзамен по математике ?
13896,Здравствуйте мы подали через ЕПГу 4 июлязаявление до сих пор на рассмотрениив четверг приезжали лично в институт ничего смотреть не стали сказали большая очередь ждите где же три дня?
13897,Если я сдаю творческий экзамен в эту пятницу очно мне придет на почту письмо о его проведении?
13898,А может связаться с администрацией сайта? Комиссия тут причем?
13899,Здравствуйте моей почту на которую регистрировался даже нет в базе личного кабинета где будут проходить вступительные в онлайн в формате я получу этого вечером?
13900,а я сам выбираю сдавать вступительные очно или заочно?
13901,Скажите пожалуйста не пришел на почту пароль для входа на завтрашний экзамен Прийдёт или нужно писать об этом на почту?
13902,Добрый день Вы проверяли папку Спам?
13903,"Можете Нужно войти в личный кабинет http//lkmospolytechru/user/sign-in/login и нажать ""Хотите подать заявление? Зарегистрируйтесь"" заполнить Анкету после этого нажать кнопку «Актуализировать заявление из ПК» чтобы у вас отобразилась вся информация"
13904,Добрый день Вы ЕГЭ сдавали по действующему паспорту?
13905,"Проверьте все ли разделы до этого заполнены? В разделе Вступительные испытания нажмите ""Подтвердить набор вступительных испытаний"" далее Сохранить и у вас следующая вкладка будет кликабельна"
13906,Здравствуйте  У меня не приходит ссылка на экзамен на 11 июля Мне приходила до этого ссылка для сдачи на 2 потоке но мне бы хотелось сдавать на 3 Мне ожидать ссылку для входа на экзамен?
13907,Добрый день Когда придет пароль/логин для завтрашнего вступительного экзамена? Для дистанционного формата)
13908,А консультация вообще будет? Все абитуриенты сидят темный экран звука нет
13909,"Добрый день Вопрос по поводу консультации появляется окно ""Закончились свободные места"" Как такое может быть? Абитуриент находящийся в списке не может подключиться В этом случае будет ли запись консультации?"
13910,Скажите пожалуйста сейчас консультация но крутит на сайте и пишет что скоро начнется Это у нас проблемы или можно не волноваться?
13911,Добрый день  А списки  кого пригласят на вступительные где посмотреть?
13912,Елена как попасть на консультацию??? Нигде нет ссылок На почту НИЧЕГО не приходит
13913,Добрый день подали документы на госуслугах в институт издательского дела и журналистики на почту не пришел ни пароль ни в какие сроки сдавать ДВИ трубку в приемной не берут где брать информацию?
13914,Мне ничего не пришло на почту При регистрации были проблемы с получением кода подтверждения этот момент мне вручную отключили Из-за этого мне не приходят инструкции?
13915,Здравствуйте На почту поступила инструкция по вступительным испытаниям но не пришел пароль для личного кабинета в СДО от администратора в течение какого времени могут отправить эту информацию?
13916,Добрый день подскажите пожалуйста а вступительные экзамены на Графику сдаются в два дня или в три? Везде разная информация
13917,Подскажите где можно посмотреть программу дня открытых дверей на 15 июля ?
13918,Здравствуйте Аттестат прибыл почтой 4 июля пока что ожидает в месте вручения Когда ждать его отображения в рейтинге?
13919,Добрый день Подскажите каким документом подтверждается призерство в ШКОЛЬНОМ ЭТАПЕ Всероссийской олимпиады? Дипломы и грамоты выдаются начиная я регионального этапа
13920,а внутри куда идти? ) или на консультации скажут?
