,text
1163,Здравствуйте контакты ПД Стартап сможете дать ?
1164,Здравствуй как найти беседу по группе проектов внешней разработки -Продвинутая система автономного вождения автомобиля? Куратор на сайте не указан
1165,Здравствуйтеу меня ещё есть время для записи на проектно после нажатия кнопки «выбрать» меня перекидывает на старую версию ЛКв которой написаночто проекты отсутствуют Что мне делать ?
1166,А где можно посмотреть что у меня теперь будет?
1167,У меня тут не получилось выбрать во время так как не мог заходить в свой лк Хотя лог и пар правильный Если я щас не успел выбрать то что будет?  231-512 / Закир Алиев
1168,А можно будет как то перевестись если я например с факультета информационных систем и технологий а меня определят на биотехнологию?
1169,Извините а что делать если забыл про выбор и теперь не могу выбрать?
1170,Здравствуйте я думала что можно записать 21-го числа до конца дня А оказывается нельзя Меня поставят на любой проект?
1171,сколько нужно ждать назначения роли в дискорде примерно?
1172,Что делать если проекты для группы отсутствуют ?
1173,Ваши фио и группа?  Это проект старших курсов если что
1174,а мне еще не назначен хотя я выбирала🤔 ждать просто?
1175,Скажите пожалуйста а когда первое занятие и где? Это я так понимаю будет написано в ссылке на встречи которая 23 обновится
1176,И никак поменять нельзя?  А то я эти науки естественные вертел на пальце большом левой руки
1177,Так выбирают студенты или результат входного теста?
1178,Так буду доступны естественные науки?
1179,Хорошо Тогда в ближайшее время появится Реакции норм для отсечения сфер?
1180,Нужен пост знакомств кто уже выбрал сферу?
1181,Здравствуйте Иванов Пётр группа 231-332 1 курс Возникла проблема с выбором проекта - в лк он стал недоступен хотя по времени должен быть открыт Как выбрать проект в таком случае?
1182,Здравствуйте будет ли решение этой проблемы? Листратенкова Анастасия Александровна 231-291
1183,добрый день вопросик такой можно ли поменять направление проектной деятельности если лк заглючил и не на то направление записал?
1184,Ребят просто со скринами без информации ничего сделать нельзя Давайте уже писать фио и группу к своим скринам?
1185,Доброй ночи такая проблема на протяжении дня а остались буквально сутки даже менее как быть подскажите пожалуйста?
1186,Господам первокурсникам я лично от себя мог бы посоветовать расценивать парадоксы с записью как возможность столкнуться с чем-то абсолютно новым и попробовать свои силы в этом Вдруг это окажется неожиданно интересно и круто? А если не зайдет по внутренним соображениям - так или иначе вы получите опыт и навыки (в вуз ведь за этим приходят правда?) которые скорее всего пригодятся везде и дальше а уже зимой вы сможете выбрать проект который может быть вам ближе
1187,Добрый вечер У нас назначена встреча по проекту на 25 сентября Никакой информации ни по руководителю ни по месту встречи нет Будет ли информация или не беспокоиться?
1188,Нам ведь изначально говорили про выбор проекта  и не упоминалось что мы при каких-то обстоятельствах не сможем его выбрать   Проект в общем подразумевает занятие желаемым  разве нет ?
1189,Так когда в итоге добавят естественные науки?
1190,Добрый день Меня зовут Денисенко Илья Борисович Группа 231-221 Как мне узнать на какой проект меня автоматически направили и если я считаю  что  мне нужен другой проект как мне на него перейти?
1191,не могу найти подскажете пожалуйста?
1192,А как можно пройти входное тестирование?
1193,Правильно ли я понимаю что запись на это направление проектной деятельности не является добровольной и студенту с другого направления сюда попасть нельзя?
1194,А тем кто это тестирование не проходил на это направление попасть можно?
1195,с естественными науками так ничего и не решилось?
1196,Здравствуйте есть ссылка на проект «ИТ-сервисы для Цифрового университета»? Или контакты какие-то?
1197,Проект выбрался автоматически как поменять на другую сферу?
1198,А вот если проект выбрался сам без моего ведома его можно будет поменять? В моём случае это Естественные науки а изначально я выбирал стартап
1199,Здравствуйтеподскажите пожалуйстахочу выбрать сферу естественные науки а ее нет в списке где ее можно будет выбрать ?
1200,Не подскажите до скольки работает цпд на бс?
1201,Здравствуйте Хотел выбрать направление проектной деятельности Планировал выбрать направление транспорта Мне показалось что отметить его нельзя Попробовал выбрать направление проекта машиностроение и оно выбралось Сам я с факультета машиностроения Хотелось бы узнать могу ли я изменить выбор направления проектной деятельности ?
1202,Добрый день информация не появилась по этой проблеме?
1203,здравствуйте не подскажите когда 1 пересдача по управлению проектами ?
1204,@petrich_a Александра Евгеньевна поможете?)
1205,возникла проблема при вводе специальности при прохождении теста на сайте центра компетенций не находит мою специальность (веб-технологии)  что нужно сделать?
1206,Добрый день В личном кабинете в Проектной деятельности отображаются естественные науки но я ничего не выбирала и у меня вообще не было выбора Что это значит?
1207,"Добрый день раздел ""естественные науки"" не добавили просто?"
1208,⚠️ Уважаемые студенты 1 курса внимание ⚠️ Сегодня состоялась онлайн презентация вашего первого проекта “Дизайн-мышление” 📌 1 Ссылка на запись трансляции от 180923 https//wwwyoutubecom/watch?v=cBO1qojfK2o  📌 2 Первое задание по проекту - сделать выбор одной из 11 сфер проекта Вся информация для принятия решения на сайте проекта https//studymospolytechru/design  ❗️ 3 Регистрация в личном кабинете студента в разделе «Проектная деятельность» до 1200 21092023 https//emospolytechru/old/indexphp?p=projects  📌 4 25 сентября ждём всех в Университете наши эксперты и лидеры мнений расскажут о современных трендах в каждой индустрии специфике бизнес процессов и коммерциализации проектных решений а также о роли искусства и творческих компетенций в эволюции креативных индустрий и саморазвитии После встречи вы познакомитесь со своими кураторами по проектной деятельности и проведёте первую встречу по проекту всей командой  📌 5 Расписание встреч и локации проведения в разделе расписание (будет обновлено 23092023) https//docsgooglecom/spreadsheets/d/e/2PACX-1vSXXeOtNLltMVN6oPXUoM7_5FjUg26p3GoFhaclhr_ozVMpfLigaEdm4ju9Zlr8f3YFX3RM38eKlCXv/pubhtml?gid=0&single=true  Желаем успехов и до скорых встреч
1209,@Seythr здравствуйте Я попал на проект «группа внешней разработки»Подскажите пожалуйста как узнать свой подпроект? Форму заполнял для выбора но уже не помню какой был В лк не указан Пытаюсь узнать у вас уже две недели  Богатов Сергей 211-728
1210,Есть группа по проекту ПРОДВИНУТАЯ СИСТЕМА АВТОНОМНОГО ВОЖДЕНИЯ АВТОМОБИЛЯ ?
1211,Добрый день с кем можно переговорить по поводу проектной деятельности чтобы узнать есть ли возможность сделать свой проект?
1212,Доброе утро Подскажите пожалуйста что до пересдачи необходимо сделать тем у кого за прошлый семестр 0 баллов по ПД?
1213,Добрый день Как узнать в какой подпроект в научном проекте программ грантов имени П Л Капицы распределили?
1214,Добрый день Есть ли беседа по проекту Концептуальный дизайн представительской продукции? Была бы благодарна за ссылку
1215,Подскажите можно получить ссылку на канал в дискорде?
1216,Здравствуйте  Первая встреча по проекту BigData для 3 курса назначена на 25 сентября  Подскажите пожалуйста когда будет первое проставление баллов в этом семестре? Что делать людям у которых есть долг? 13 октября будет проходить первая пересдача Можно ли вообще набрать баллы до этого времени если занятия по ПД начнутся так поздно?
1217,"Добрый день Я из группы 211-321 У нас в расписании есть дисциплина ""Проектный менеджмент"" По этому предмету нет никакой информации нас не прикрепили к курсу в лмс Хотелось бы узнать что необходимо будет сделать в рамках этого курса для оценки а также в каком формате будет проходить аттестация по предмету Зачет или экзамен?"
1218,Здравствуйте Я подавала форму на проект «Малый Диджитал» но в моем личном кабинете отображается другой проект «Юный дизайнер» в Художественной школе «Полиграф»   Как исправить данную ошибку?  Митькина Валерия Романовна 211-632
1219,Здравствуйтеподскажите а можно поменять проект ?
1220,С П20 есть кто? или куратора знает мб?
1221,здравствуйте хотел продолжить проект ЦПДМЛ но назначился киберполигон – где найти чат/группу этого проекта?
1222,Здравствуйте У меня проект «группа внешней разработки» я заполнял форму для выбора подпроекта но в личном кабинете мой подпроект не указан Какой выбирал уже не помню Какой у меня проект? Пытаюсь получить ответ неделю Богатов Сергей Александрович 211-728
1223,Здравствуйте вышел из академического отпуска для назначения проекта нужно лично обращаться в ЦПД ?
1224,Добрый день Я вечерник у меня есть пересдача по проектной деятельности Предыдущий преподаватель сказал взять новое задание у нового преподавателя но новые занятия у нас начинаются с 30 октября а пересдача 11 октября Скажите пожалуйста что делать в такой ситуации?
1225,Здравствуйте прошу подскажите есть ли беседа стратегического проекта развитие проектной деятельности?
1226,Здравствуйте я Зайцева Софья Игоревна группа 211-631 перевелась с другого университета Соответственно летом не могла выбрать проект Подскажите пожалуйста как и когда я могу это сделать?
1227,Здравствуйте я Кособоков Илья Александрович группа 211-631 перевелся с очно-заочной формы обучения на очную Соответственно летом не мог выбрать проект Подскажите пожалуйста как и когда я могу это сделать?
1228,Здравствуйте есть беседа стратегического проекта развития лабораторного фонда?
1229,Ксения добрый вечер Можете тегнуть меня когда будет ясно что произошло? Гусев Яков 201-741 по поводу Электронного вахтера
1230,И что нам с тобой завтра делать?
1231,В расписание написан куратор но место встречи уточняетсячто мне делать?
1232,"Здравствуйтеесть ли группа по ПД? Группа проектов внешней разработкиКарта ""заправочных станций"" для электротранспорта"
1233,В ближайший понедельник так же?
1234,Спасибо я могу попросить продублировать и сверить номер телефона?
1235,У меня та же ситуация к вам же тоже обратиться с этим?
1236,Здравствуйте Вышел из академа и попал на автоматическое распеделения по группам на пд Как я могу узнать свою группу или записаться? Киселев Даниил Алексеевич из группы 221-376
1237,"Здравствуйте Я был записан на проект ""электронный вахтер"" он отображался в личном кабинете а теперь нет Его переименовали или я каким-то образом на другом проекте?  Гусев Яков 201-741"
1238,Здравствуйте Есть кто со стратегического  проекта Развитие пд?
1239,Здравствуйте а есть ли чат проекта Финатлон?
1240,Здравствуйте есть ли чат проекта Развитие системы взаимодействия с корпоративными партнерами?
1241,"здравствуйте есть ли чат проекта ""инженерные биологические системы""?"
1242,Есть беседа проекта «Путеводитель по московскому политеху»?
1243,Добрый день Кто из студентов нашел себя в списке курса по указанной ПД просьба написать личное сообщение в Телеграмме я добавлю в группу где будет вся актуальная информация  Если кто-то из участников данной группы знаком со студентами из списке просьба передать им информацию Также напоминаю что все контакты кураторов групп по ПД есть тут https//docsgooglecom/spreadsheets/u/1/d/e/2PACX-1vSybcuU7Cv0_IGEg8sP7LD_mxQYu3akGUj_xxKX-5gXtdqcwAeDhtWRM8d4WGqscS3_LIQBWUThqoXk/pubhtml?gid=0&single=true
1244,Добрый день подскажите пожалуйста можно перезаписаться на проект в котором я состояла на прошлом курсе?
1245,Здравствуйте можно ли изменить проект? Тот на котором я нахожусь сейчас был выбран мной когда сломался выбор проектов (у меня не работали звезды) и теперь я на проекте где нет ничего из того что я мог бы сделать (Городской электромобиль)
1246,Всем привет Есть беседа проекта «Стратегический проект Развитие кадрового потенциала Подпроект «Бизнес-процесс трудоустройства Автоматизированный приём на работу»?
1247,Здравствуйте я недавно вышел из академического отпуска Можете сказать на каком я проекте? В лк написано что меня случайно на вакантные места распределит
1248,"Проект ""Unimorph"" тут есть такие? Если есть добавьте меня в беседу пожалуйста)"
1249,"есть кто-нибудь из проекта ""Маскот профбюро ФИТ""?"
1250,Добрый день Стратегический проект Развитие проектной деятельности Подпроект «ЦПД МедиаЛаб» Сможет кто то подсказать кто куратор?
1251,простите а проект Виртуальная лаборатория где найти куратора?
1252,Здравствуйте как можно связаться с Суровец Владимиром Александровичем? (Группа проектов игровой индустрии Hell of a job)
1253,Здравствуйте Вышел с академа все еще нет проекта в лк Когда ждать?
1254,А зачем нам тогда уже третий семестр подряд ставят пд?😂
1255,Здравствуйте вы сегодня до скольки работаете?
1256,"""Разработка измерительного комплекса и аналитической программы для оценки загрязненности теплообменника"" есть кто?"
1257,Добрый день  В очередной раз проблемы с проектной деятельностью  В расписании ссылок нет в специальном расписании пд не то чтобы ссылок нет в принципе нет нашей кафедры  Преподаватели как всегда сами на связь не выходят в расписании не указаны соответсвенно и мы связаться не можем   Пары по расписанию у нас сегодня вечером   С кем связываться чтобы узнать информацию?
1258,Есть кто из проекта ИТ Сервисы для цифрового университета? Можно ссылку на чат пожалуйста чтобы узнать где и во-сколько будет проходить пара? Спасибо
1259,Ребят есть кто из проектаРазвитие студенческих научных инициатив создание платформы для реализации научного потенциала?  Пришли на пару в Н510 как в табличке никого нет
1260,Кто-нибудь знает где находится АВ5107?
1261,"Добрый день Напоминаю студентам которые записаны на научный проект ""Современное применение алюминиевых сплавов в качестве ведущего материала в транспортных средствах"" сообщаю что первое занятие по ПД 040923 состоится в 1040 в аудитории АВ1311 (https//docsgooglecom/spreadsheets/u/1/d/e/2PACX-1vSybcuU7Cv0_IGEg8sP7LD_mxQYu3akGUj_xxKX-5gXtdqcwAeDhtWRM8d4WGqscS3_LIQBWUThqoXk/pubhtml?gid=0&single=true)"
1262,Здравствуйте  Есть конфа с УАЗом?
1263,Здравствуйте У группы проектов тестирования первая встреча 1109?
1264,Здравствуйте а в таблице с расписанием указано время только для первой встречи? Или весь семестр будет по этому расписанию?
1265,"Как узнать куратора группы по проекту ""Стратегический проект Развитие молодёжной политики?"""
1266,Здравствуйте Ищу чат проекта «развитие онлайн образования» Есть у кого-нибудь ссылка?
1267,https//docsgooglecom/spreadsheets/u/1/d/e/2PACX-1vSybcuU7Cv0_IGEg8sP7LD_mxQYu3akGUj_xxKX-5gXtdqcwAeDhtWRM8d4WGqscS3_LIQBWUThqoXk/pubhtml?gid=0&single=true
1268,Расписание занятий посмотрите в таблице там же найдите контакты куратора и свяжитесь с ним  https//docsgooglecom/spreadsheets/u/1/d/e/2PACX-1vSybcuU7Cv0_IGEg8sP7LD_mxQYu3akGUj_xxKX-5gXtdqcwAeDhtWRM8d4WGqscS3_LIQBWUThqoXk/pubhtml?gid=0&single=true
1269,Два вопроса есть ли чат этого проекта и второй вопрос будет ли завтра занятие?
1270,"Кто здесь записался на ""Ты не один""? Может кто-то хочет завтра встретиться у вуза а то в корпусе на БС не ориентируюсь😓"
1271,Здравствуйте как узнать своего куратора? Я записался на экологию человека
1272,то есть перейти вообще никак не получится?
1273,здравствуйте а что делать если забыл в июле выбрать пд и записали на пд вообще не связанное с моим направлением?
1274,Здравствуйте может кто-нибудь подсказать когда станет доступен выбор подпроекта ?
1275,"Добрый день Студентам которые записаны на научный проект ""Современное применение алюминиевых сплавов в качестве ведущего материала в транспортных средствах"" сообщаю что первое занятие по ПД 040923 состоится в 1040 в аудитории АВ1311 (https//docsgooglecom/spreadsheets/u/1/d/e/2PACX-1vSybcuU7Cv0_IGEg8sP7LD_mxQYu3akGUj_xxKX-5gXtdqcwAeDhtWRM8d4WGqscS3_LIQBWUThqoXk/pubhtml?gid=0&single=true)"
1276,Добрый день Где и во сколько будет заниматься «Группа проектов тестирования»? До сих пор нет расписания а занятие уже завтра
1277,Добрый день Киямов Айнур 221-111 Я вышел из академа на 2 курс летом соответственно не выбрал ПД В лк не написано в какую группу ПД меня определило что делать?
1278,Вот тут свой проект найдите https//docsgooglecom/spreadsheets/u/1/d/e/2PACX-1vSybcuU7Cv0_IGEg8sP7LD_mxQYu3akGUj_xxKX-5gXtdqcwAeDhtWRM8d4WGqscS3_LIQBWUThqoXk/pubhtml?gid=0&single=true
1279,"Здравствуйте Иванова Катя 221-635 завтра в понедельникпо расписанию стоит проектная деятельность но меня не добавили даже в группу нет никакой связи с куратором проекта Что делать в такой ситуации? Подавала заявку на проект ""Психологические комиксы"""
1280,Добрый день Вы были в академе/восстановились?
1281,"Добрый день я правильно понимаю что занятия по моему проекту ""Энергоэффективные материалы в московском строительстве"" завтра не будет?"
1282,Здравствуйте как найти наставников проекта?
1283,Здравствуйте Ищу чат проекта «развитие онлайн образования» Есть у кого-нибудь ссылка?
1284,Здравствуйте как понять в какое время приходить в понедельник? И есть ли уже беседа по проекту?
1285,пришла квинтация об оплате что дальше делать ?
1286,Здравствуйте Ищу беседу проекта «развитие онлайн образования» Есть у кого-нибудь ссылка?
1287,Добрый день Что делать если в лк сначала был один подпроект (который я выбрала) а сейчас сменился на другой?
1288,"Здравствуйте Подскажите как я могу связаться с куратором проекта ""Стратегический проект Повышение экспортного потенциала""?"
1289,"Здравствуйте По поводу проекта ""Сайт EXEED"" можно с кем-то связаться? А то в таблице до сих пор ничего не написано"
1290,"Добрый день подскажите пожалуйста можно ли перевестись на другой проект? У меня сейчас ""Стратегический проект Повышение экспортного потенциала"" хотел бы перевестись на ""PolytechGarage Мотосëрф"""
1291,Кого-то добавили в беседу по видеоподкасту Moscow Never Sleeps?
1292,Добрый день Когда можно будет преподавателям расписание и адреса занятий посмотреть?
1293,"Подскажите что такое ""А12"" это кабинет? И где он находится?"
1294,"Здравствуйте Кто-то может подсказать с кем связаться по поводу проекта ""Сайт EXEED""?"
1295,Здравствуйте Нам самим в беседу добавляться или Вы нас соберете?
1296,"Здравствуйте Есть ли беседа по проекту ""Концептуальный дизайн представительской продукции""? Была бы благодарна за ссылку"
1297,Здравствуйте Есть чат проекта «Исследование восприятия студентами бренда работодателя «Москвич»»?
1298,Здравствуй скажи пожалуйста где можно найти эту таблицу с расписанием? Заранее спасибо
1299,есть ли кто-то с «компания «тинькофф» развитие карьерных страниц в соцсетях»?
1300,"Добрый день В таблице с расписанием занятий ПД мой проект ""Группа инициативных проектов Подпроект Ищиру"" указан четыре раза с разными кураторами и разными данными о численности группы Подскажите пожалуйста на какую из этих записей ориентироваться?"
1301,Добрый день Подскажите пожалуйста кто в этом семестре ведет проектную деятельность по проекту БигДата у 4 курса?
1302,Доброе утро Первые занятия начинаются в предстоящий понедельник правильно?
1303,Не подскажите когда информация уточнена будет?
1304,"Здравствуйте подскажите кто куратор проекта ""Комплексная технология рециклинга композиционных слоистых упаковочных материалов""? И есть ли общий чат?"
1305,Здравствуйте может кто-нибудь подсказать когда будет выбор подтем по научным проектам ?
1306,Здравствуйте Ищу беседу проекта «развитие онлайн образования» Есть у кого-нибудь ссылка?
1307,Здравствуйте а как понять в какое время приходить если указано два времени?(1610-17401750-1920)
1308,Здравствуйте а можно вопрос? В таком случае в какое время приходить?
1309,"Всем привет есть участники проекта  Артбук ""Эмоции""?"
1310,В моем проекте 17 учеников и два преподавателя Как это работает?
1311,"Есть кто с ""Формирование предпрофессиональной образовательной среды в Московском Политехе""?"
1312,Добрый вечер когда будет расписание ПД?
1313,А есть ссылочка на чат проекта «АртистиSMM”?
1314,Беседа проекта «интеллектуальная сушилка» кто?😁
1315,Ксения Андреевна Количество аудиторных занятий в неделю? Если у меня нет ещё свободной аудитории что писать?
1316,Дата первой встречи точно 5? Потому что в расписании пд  стоит в понедельник
1317,Добрый день есть ли чат проекта Соцтех Мой дом?
1318,Здравствуйте Ищу беседу проекта «развитие онлайн образования» Есть у кого-нибудь ссылка?
1319,Moscow never sleeps найдется???
1320,"Есть беседа или контакты руководителя проекта ""Дизайн упаковок продукции фабрики «Новая Заря»""?"
1321,А где находить на этом сервере инфу по проектам? У меня другой проект но пока никого не нашла и не могу понять где на сервере что искать
1322,"Добрый вечер есть у кого чат проекта ""Ты не один""?"
1323,"Добрый вечер есть ли беседа ""3D-принтер для эластичных материалов""?"
1324,Есть беседа по проекту «Создание и развитие мультимедийных площадок Московского Политеха»???🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼
1325,есть куратор полезного напитка  в чате?
1326,"добрый день есть ли беседа по проекту Видеоподкаст ""Moscow Never Sleeps""?"
1327,Добрый день есть ли беседа дизайн студия ArtLab?
1328,"Добрый день есть беседа или контакты проекта ""Студенческая кухня""?"
1329,NeoPixel Настольный 3D-принтер тематика проекта Технология  Добрый день Кто-нибудь знает куратора данного проекта как мне с ним связаться?
1330,"Здравствуйте есть кто с ""Разработка упаковки для непищевой продукции""  тематика проекта Соцтех ?"
1331,"Добрый вечер есть кто с ""Формирование предпрофессиональной образовательной среды в Московском Политехе"" ?"
1332,Здравствуйте Подскажите после выхода из академа меня вернут на тот же проект что был до?
1333,"Здесь есть куратор проекта ""Ты не один""?"
1334,Здравствуйте подскажите пожалуйста я заполнила гугл форму на вступление в проект но меня все равно определили на другую пд? Что мне делать в такой ситуации?
1335,"Здравствуйте Есть беседа проекта ""Стратегический проект Развитие системы взаимодействия с корпоративными партнерами""?"
1336,Eсть какая-то информация по проекту Робостанции? с него есть кто-нибудь?
1337,Здравствуйте А есть беседа проекта «Дрим Вуд»?
1338,Есть ли беседа по проекту  ГОРОДСКОЙ ЭЛЕКТРОМОБИЛЬ МАЛОГО КЛАССА? Была бы благодарна за ссылку
1339,есть какая-то информация по проекту CG-2024? с него есть кто-нибудь?
1340,Есть беседа по проекту Сувенирная продукция Московского Политеха?
1341,Добрый день Подскажите пожалуйста когда будет расписание ПД?
1342,Здравствуйтеесть беседа по проекту ProCollab?
1343,Добрый день Есть ли беседа по подпроекту «ЦПД Медиалаб»?
1344,"Есть беседа или контакты руководителя проекта ""Дизайн упаковок продукции фабрики «Новая Заря»""?"
1345,Есть беседа или контакты руководителя проекта «Исследование микроклимата зоны оконных проёмов жилых зданий»?
1346,Привет У кого нибудь есть беседа проекта «новая библиотека»?
1347,Здравствуйте где можно найти ссылку на проект «Экология человека»?
1348,Это для всех проектов Тинькофф?
1349,Всем привет у кого есть беседа проекта «ТИНЬКОФФ» ИССЛЕДОВАНИЕ ОНЛАЙН-РЕПУТАЦИИ И ИНФЛЮЕНСЕР-МАРКЕТИНГА БРЕНДА?
1350,Стоит ли волноваться если до сих пор в лк не появился подпроект?
1351,Всем привет есть чат Группы проектов CG-2024 ?
1352,Галинавы имеете что-то против стабилизации растений?🙁
1353,Здравствуйте Есть ли возможность сменить проект? На момент выбора проектов не было выхода в интернет поэтому не получилось выбрать В итоге распределили на проект с химбио направленностью тем временем я учусь на рекламе 🙂 можно ли что-то изменить?
1354,Здравствуйте А баллы с прошлых семестров переходят на следующий семестр?
1355,А разве уже не выложили расписание?
1356,Здравствуйте Когда будет известно расписание ?
1357,Добрый день Подскажите пожалуйста в течение какого времени примерно должны в личном кабинете появиться данные о выбранном подпроекте? Вчера заполнила форму еще ничего в лк не появилось
1358,А если нас после 1-го курса должны распределить по новым группам и ее номер скоро поменяется? Дождаться приказа и новой группы или написать сейчас текущую?
1359,А когда будет известно расписание занятий по пд?
1360,Ссылка есть у кого то по рекламе с общественностью?
1361,"Доброго дня меня закрепили на проект ""Разработка системы обеспечения микроклимата купейного вагона"" подскажите пожалуйста как я могу найти группу/куратора по данному проекту?"
1362,а поменять проект например на ит проект где тоже требуются уже невозможно? а то тема для меня совсем не близкая к сожалению ((
1363,Здравствуйте К какому сроку будут прикреплены проекты за теми кто не успел самостоятельно выбрать?
1364,Быстрее выше интереснее НМГ запускает конкурс креативных идей  XXI век это век идей а креатив — это новая нефть и тот кто начнет развивать его добычу раньше всех окажется на вершине уже в обозримой перспективе   Именно для этого Национальная Медиа Группа запускает первый в России кейс-чемпионат «Создатели» для студентов и молодых специалистов немедийных специальностей Это первый опыт национального масштаба где лучшие креативы покажут представители как раз из некреативных индустрий — это прописано в правилах Сколько великих художников артистов дизайнеров были далеки от творчества пока их не осенила та самая «божественная искра»? Вот такую искру и планирует высекать НМГ в рамках кейс-чемпионата  В течение нескольких недель участники будут работать под наставничеством профильных мастеров НМГ воплощать смелые идеи в физическую материю экспериментировать с форматами и всячески раскрывать творческий потенциал Каждый победитель получит денежный сертификат номиналом в 100 000 рублей   Участвовать можно как командой так и индивидуально — тогда команду подберут организаторы Возраст участников ограничен 25 годами Подать заявку можно до 13 августа на сайте чемпионата
1365,Добрый день Не успела выбрать проект тк в те два дня не было доступа к интернету Хочу узнать распределение не выбравших происходит максимально рандомно или хотя бы близкое к специальности?
1366,Добрый вечер перепоступала в прошлом году и подавала на перезачет дисциплин  в том числе и ПД(так как училась в этом же вузе )  Мне согласовали а по итогу оказалось  что у меня задолженность Но у меня за ПД никогда не было задолженностей  Как можно исправить эту ошибку ?
